canonical_location_id,source_record_id,source_type,source_name,match_method,reason_code,confidence,normalized_address,raw_source_address,suite,house_number,street_name,legal_description,lat,lon
loc-0533,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5533,CEDAR RD NW,PLAN 1 BLK 1 LOT 533,53.5533,-113.5533
loc-0534,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5534,CEDAR RD NW,PLAN 1 BLK 1 LOT 534,53.5534,-113.5534
loc-0535,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5535,CEDAR RD NW,PLAN 1 BLK 1 LOT 535,53.5535,-113.5535
loc-0536,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5536,CEDAR RD NW,PLAN 1 BLK 1 LOT 536,53.5536,-113.5536
loc-0537,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5537,CEDAR RD NW,PLAN 1 BLK 1 LOT 537,53.5537,-113.5537
loc-0538,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5538,CEDAR RD NW,PLAN 1 BLK 1 LOT 538,53.5538,-113.5538
loc-0539,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5539,CEDAR RD NW,PLAN 1 BLK 1 LOT 539,53.5539,-113.5539
loc-0540,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5540,CEDAR RD NW,PLAN 1 BLK 1 LOT 540,53.554,-113.554
loc-0541,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5541,CEDAR RD NW,PLAN 1 BLK 1 LOT 541,53.5541,-113.5541
loc-0542,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5542,CEDAR RD NW,PLAN 1 BLK 1 LOT 542,53.5542,-113.5542
loc-0543,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5543,CEDAR RD NW,PLAN 1 BLK 1 LOT 543,53.5543,-113.5543
loc-0544,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5544,CEDAR RD NW,PLAN 1 BLK 1 LOT 544,53.5544,-113.5544
loc-0545,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5545,CEDAR RD NW,PLAN 1 BLK 1 LOT 545,53.5545,-113.5545
loc-0546,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5546,CEDAR RD NW,PLAN 1 BLK 1 LOT 546,53.5546,-113.5546
loc-0547,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5547,CEDAR RD NW,PLAN 1 BLK 1 LOT 547,53.5547,-113.5547
loc-0548,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5548,CEDAR RD NW,PLAN 1 BLK 1 LOT 548,53.5548,-113.5548
loc-0549,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5549,CEDAR RD NW,PLAN 1 BLK 1 LOT 549,53.5549,-113.5549
loc-0550,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5550,CEDAR RD NW,PLAN 1 BLK 1 LOT 550,53.555,-113.555
loc-0551,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5551,CEDAR RD NW,PLAN 1 BLK 1 LOT 551,53.5551,-113.5551
loc-0552,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5552,CEDAR RD NW,PLAN 1 BLK 1 LOT 552,53.5552,-113.5552
loc-0553,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5553,CEDAR RD NW,PLAN 1 BLK 1 LOT 553,53.5553,-113.5553
loc-0554,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5554,CEDAR RD NW,PLAN 1 BLK 1 LOT 554,53.5554,-113.5554
loc-0555,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5555,CEDAR RD NW,PLAN 1 BLK 1 LOT 555,53.5555,-113.5555
loc-0556,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5556,CEDAR RD NW,PLAN 1 BLK 1 LOT 556,53.5556,-113.5556
loc-0557,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5557,CEDAR RD NW,PLAN 1 BLK 1 LOT 557,53.5557,-113.5557
loc-0558,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5558,CEDAR RD NW,PLAN 1 BLK 1 LOT 558,53.5558,-113.5558
loc-0559,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5559,CEDAR RD NW,PLAN 1 BLK 1 LOT 559,53.5559,-113.5559
loc-0560,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5560,CEDAR RD NW,PLAN 1 BLK 1 LOT 560,53.556,-113.556
loc-0561,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5561,CEDAR RD NW,PLAN 1 BLK 1 LOT 561,53.5561,-113.5561
loc-0562,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5562,CEDAR RD NW,PLAN 1 BLK 1 LOT 562,53.5562,-113.5562
loc-0563,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5563,CEDAR RD NW,PLAN 1 BLK 1 LOT 563,53.5563,-113.5563
loc-0564,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5564,CEDAR RD NW,PLAN 1 BLK 1 LOT 564,53.5564,-113.5564
loc-0565,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5565,CEDAR RD NW,PLAN 1 BLK 1 LOT 565,53.5565,-113.5565
loc-0566,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5566,CEDAR RD NW,PLAN 1 BLK 1 LOT 566,53.5566,-113.5566
loc-0567,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5567,CEDAR RD NW,PLAN 1 BLK 1 LOT 567,53.5567,-113.5567
loc-0568,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5568,CEDAR RD NW,PLAN 1 BLK 1 LOT 568,53.5568,-113.5568
loc-0569,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5569,CEDAR RD NW,PLAN 1 BLK 1 LOT 569,53.5569,-113.5569
loc-0570,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5570,CEDAR RD NW,PLAN 1 BLK 1 LOT 570,53.557,-113.557
loc-0571,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5571,CEDAR RD NW,PLAN 1 BLK 1 LOT 571,53.5571,-113.5571
loc-0572,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5572,CEDAR RD NW,PLAN 1 BLK 1 LOT 572,53.5572,-113.5572
loc-0573,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5573,CEDAR RD NW,PLAN 1 BLK 1 LOT 573,53.5573,-113.5573
loc-0574,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5574,CEDAR RD NW,PLAN 1 BLK 1 LOT 574,53.5574,-113.5574
loc-0575,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5575,CEDAR RD NW,PLAN 1 BLK 1 LOT 575,53.5575,-113.5575
loc-0576,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5576,CEDAR RD NW,PLAN 1 BLK 1 LOT 576,53.5576,-113.5576
loc-0577,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5577,CEDAR RD NW,PLAN 1 BLK 1 LOT 577,53.5577,-113.5577
loc-0578,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5578,CEDAR RD NW,PLAN 1 BLK 1 LOT 578,53.5578,-113.5578
loc-0579,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5579,CEDAR RD NW,PLAN 1 BLK 1 LOT 579,53.5579,-113.5579
loc-0580,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5580,CEDAR RD NW,PLAN 1 BLK 1 LOT 580,53.558,-113.558
loc-0581,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5581,CEDAR RD NW,PLAN 1 BLK 1 LOT 581,53.5581,-113.5581
loc-0582,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5582,CEDAR RD NW,PLAN 1 BLK 1 LOT 582,53.5582,-113.5582
loc-0583,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5583,CEDAR RD NW,PLAN 1 BLK 1 LOT 583,53.5583,-113.5583
loc-0584,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5584,CEDAR RD NW,PLAN 1 BLK 1 LOT 584,53.5584,-113.5584
loc-0585,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5585,CEDAR RD NW,PLAN 1 BLK 1 LOT 585,53.5585,-113.5585
loc-0586,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5586,CEDAR RD NW,PLAN 1 BLK 1 LOT 586,53.5586,-113.5586
loc-0587,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5587,CEDAR RD NW,PLAN 1 BLK 1 LOT 587,53.5587,-113.5587
loc-0588,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5588,CEDAR RD NW,PLAN 1 BLK 1 LOT 588,53.5588,-113.5588
loc-0589,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5589,CEDAR RD NW,PLAN 1 BLK 1 LOT 589,53.5589,-113.5589
loc-0590,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5590,CEDAR RD NW,PLAN 1 BLK 1 LOT 590,53.559,-113.559
loc-0591,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5591,CEDAR RD NW,PLAN 1 BLK 1 LOT 591,53.5591,-113.5591
loc-0592,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5592,CEDAR RD NW,PLAN 1 BLK 1 LOT 592,53.5592,-113.5592
loc-0593,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5593,CEDAR RD NW,PLAN 1 BLK 1 LOT 593,53.5593,-113.5593
loc-0594,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5594,CEDAR RD NW,PLAN 1 BLK 1 LOT 594,53.5594,-113.5594
loc-0595,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5595,CEDAR RD NW,PLAN 1 BLK 1 LOT 595,53.5595,-113.5595
loc-0596,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5596,CEDAR RD NW,PLAN 1 BLK 1 LOT 596,53.5596,-113.5596
loc-0597,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5597,CEDAR RD NW,PLAN 1 BLK 1 LOT 597,53.5597,-113.5597
loc-0598,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5598,CEDAR RD NW,PLAN 1 BLK 1 LOT 598,53.5598,-113.5598
loc-0599,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5599,CEDAR RD NW,PLAN 1 BLK 1 LOT 599,53.5599,-113.5599
loc-0600,,imputed,bedbath-grouped-v1,model_imputation,,0.78,,,,5600,CEDAR RD NW,PLAN 1 BLK 1 LOT 600,53.56,-113.56
