canonical_location_id,source_record_id,source_type,source_name,match_method,reason_code,confidence,normalized_address,raw_source_address,suite,house_number,street_name,legal_description,lat,lon
loc-0396,listing-fuzzy-396,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2035 ELM ST NW,2035 ELM STRET NW,,2035,ELM STRET NW,PLAN 1 BLK 1 LOT 396,53.5396,-113.5396
loc-0397,listing-fuzzy-397,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2036 ELM ST NW,2036 ELM STRET NW,,2036,ELM STRET NW,PLAN 1 BLK 1 LOT 397,53.5397,-113.5397
loc-0398,listing-fuzzy-398,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2037 ELM ST NW,2037 ELM STRET NW,,2037,ELM STRET NW,PLAN 1 BLK 1 LOT 398,53.5398,-113.5398
loc-0399,listing-fuzzy-399,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2038 ELM ST NW,2038 ELM STRET NW,,2038,ELM STRET NW,PLAN 1 BLK 1 LOT 399,53.5399,-113.5399
loc-0400,listing-fuzzy-400,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2039 ELM ST NW,2039 ELM STRET NW,,2039,ELM STRET NW,PLAN 1 BLK 1 LOT 400,53.54,-113.54
loc-0401,listing-fuzzy-401,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2040 ELM ST NW,2040 ELM STRET NW,,2040,ELM STRET NW,PLAN 1 BLK 1 LOT 401,53.5401,-113.5401
loc-0402,listing-fuzzy-402,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2041 ELM ST NW,2041 ELM STRET NW,,2041,ELM STRET NW,PLAN 1 BLK 1 LOT 402,53.5402,-113.5402
loc-0403,listing-fuzzy-403,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2042 ELM ST NW,2042 ELM STRET NW,,2042,ELM STRET NW,PLAN 1 BLK 1 LOT 403,53.5403,-113.5403
loc-0404,listing-fuzzy-404,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2043 ELM ST NW,2043 ELM STRET NW,,2043,ELM STRET NW,PLAN 1 BLK 1 LOT 404,53.5404,-113.5404
loc-0405,listing-fuzzy-405,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2044 ELM ST NW,2044 ELM STRET NW,,2044,ELM STRET NW,PLAN 1 BLK 1 LOT 405,53.5405,-113.5405
loc-0406,listing-fuzzy-406,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2045 ELM ST NW,2045 ELM STRET NW,,2045,ELM STRET NW,PLAN 1 BLK 1 LOT 406,53.5406,-113.5406
loc-0407,listing-fuzzy-407,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2046 ELM ST NW,2046 ELM STRET NW,,2046,ELM STRET NW,PLAN 1 BLK 1 LOT 407,53.5407,-113.5407
loc-0408,listing-fuzzy-408,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2047 ELM ST NW,2047 ELM STRET NW,,2047,ELM STRET NW,PLAN 1 BLK 1 LOT 408,53.5408,-113.5408
loc-0409,listing-fuzzy-409,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2048 ELM ST NW,2048 ELM STRET NW,,2048,ELM STRET NW,PLAN 1 BLK 1 LOT 409,53.5409,-113.5409
loc-0410,listing-fuzzy-410,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2049 ELM ST NW,2049 ELM STRET NW,,2049,ELM STRET NW,PLAN 1 BLK 1 LOT 410,53.541,-113.541
loc-0411,listing-fuzzy-411,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2050 ELM ST NW,2050 ELM STRET NW,,2050,ELM STRET NW,PLAN 1 BLK 1 LOT 411,53.5411,-113.5411
loc-0412,listing-fuzzy-412,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2051 ELM ST NW,2051 ELM STRET NW,,2051,ELM STRET NW,PLAN 1 BLK 1 LOT 412,53.5412,-113.5412
loc-0413,listing-fuzzy-413,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2052 ELM ST NW,2052 ELM STRET NW,,2052,ELM STRET NW,PLAN 1 BLK 1 LOT 413,53.5413,-113.5413
loc-0414,listing-fuzzy-414,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2053 ELM ST NW,2053 ELM STRET NW,,2053,ELM STRET NW,PLAN 1 BLK 1 LOT 414,53.5414,-113.5414
loc-0415,listing-fuzzy-415,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2054 ELM ST NW,2054 ELM STRET NW,,2054,ELM STRET NW,PLAN 1 BLK 1 LOT 415,53.5415,-113.5415
loc-0416,listing-fuzzy-416,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2055 ELM ST NW,2055 ELM STRET NW,,2055,ELM STRET NW,PLAN 1 BLK 1 LOT 416,53.5416,-113.5416
loc-0417,listing-fuzzy-417,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2056 ELM ST NW,2056 ELM STRET NW,,2056,ELM STRET NW,PLAN 1 BLK 1 LOT 417,53.5417,-113.5417
loc-0418,listing-fuzzy-418,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2057 ELM ST NW,2057 ELM STRET NW,,2057,ELM STRET NW,PLAN 1 BLK 1 LOT 418,53.5418,-113.5418
loc-0419,listing-fuzzy-419,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2058 ELM ST NW,2058 ELM STRET NW,,2058,ELM STRET NW,PLAN 1 BLK 1 LOT 419,53.5419,-113.5419
loc-0420,listing-fuzzy-420,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2059 ELM ST NW,2059 ELM STRET NW,,2059,ELM STRET NW,PLAN 1 BLK 1 LOT 420,53.542,-113.542
loc-0421,listing-fuzzy-421,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2060 ELM ST NW,2060 ELM STRET NW,,2060,ELM STRET NW,PLAN 1 BLK 1 LOT 421,53.5421,-113.5421
loc-0422,listing-fuzzy-422,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2061 ELM ST NW,2061 ELM STRET NW,,2061,ELM STRET NW,PLAN 1 BLK 1 LOT 422,53.5422,-113.5422
loc-0423,listing-fuzzy-423,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2062 ELM ST NW,2062 ELM STRET NW,,2062,ELM STRET NW,PLAN 1 BLK 1 LOT 423,53.5423,-113.5423
loc-0424,listing-fuzzy-424,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2063 ELM ST NW,2063 ELM STRET NW,,2063,ELM STRET NW,PLAN 1 BLK 1 LOT 424,53.5424,-113.5424
loc-0425,listing-fuzzy-425,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2064 ELM ST NW,2064 ELM STRET NW,,2064,ELM STRET NW,PLAN 1 BLK 1 LOT 425,53.5425,-113.5425
loc-0426,listing-fuzzy-426,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2065 ELM ST NW,2065 ELM STRET NW,,2065,ELM STRET NW,PLAN 1 BLK 1 LOT 426,53.5426,-113.5426
loc-0427,listing-fuzzy-427,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2066 ELM ST NW,2066 ELM STRET NW,,2066,ELM STRET NW,PLAN 1 BLK 1 LOT 427,53.5427,-113.5427
loc-0428,listing-fuzzy-428,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2067 ELM ST NW,2067 ELM STRET NW,,2067,ELM STRET NW,PLAN 1 BLK 1 LOT 428,53.5428,-113.5428
loc-0429,listing-fuzzy-429,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2068 ELM ST NW,2068 ELM STRET NW,,2068,ELM STRET NW,PLAN 1 BLK 1 LOT 429,53.5429,-113.5429
loc-0430,listing-fuzzy-430,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2069 ELM ST NW,2069 ELM STRET NW,,2069,ELM STRET NW,PLAN 1 BLK 1 LOT 430,53.543,-113.543
loc-0431,listing-fuzzy-431,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2070 ELM ST NW,2070 ELM STRET NW,,2070,ELM STRET NW,PLAN 1 BLK 1 LOT 431,53.5431,-113.5431
loc-0432,listing-fuzzy-432,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2071 ELM ST NW,2071 ELM STRET NW,,2071,ELM STRET NW,PLAN 1 BLK 1 LOT 432,53.5432,-113.5432
loc-0433,listing-fuzzy-433,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2072 ELM ST NW,2072 ELM STRET NW,,2072,ELM STRET NW,PLAN 1 BLK 1 LOT 433,53.5433,-113.5433
loc-0434,listing-fuzzy-434,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2073 ELM ST NW,2073 ELM STRET NW,,2073,ELM STRET NW,PLAN 1 BLK 1 LOT 434,53.5434,-113.5434
loc-0435,listing-fuzzy-435,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2074 ELM ST NW,2074 ELM STRET NW,,2074,ELM STRET NW,PLAN 1 BLK 1 LOT 435,53.5435,-113.5435
loc-0436,listing-fuzzy-436,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2075 ELM ST NW,2075 ELM STRET NW,,2075,ELM STRET NW,PLAN 1 BLK 1 LOT 436,53.5436,-113.5436
loc-0437,listing-fuzzy-437,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2076 ELM ST NW,2076 ELM STRET NW,,2076,ELM STRET NW,PLAN 1 BLK 1 LOT 437,53.5437,-113.5437
loc-0438,listing-fuzzy-438,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2077 ELM ST NW,2077 ELM STRET NW,,2077,ELM STRET NW,PLAN 1 BLK 1 LOT 438,53.5438,-113.5438
loc-0439,listing-fuzzy-439,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2078 ELM ST NW,2078 ELM STRET NW,,2078,ELM STRET NW,PLAN 1 BLK 1 LOT 439,53.5439,-113.5439
loc-0440,listing-fuzzy-440,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2079 ELM ST NW,2079 ELM STRET NW,,2079,ELM STRET NW,PLAN 1 BLK 1 LOT 440,53.544,-113.544
loc-0441,listing-fuzzy-441,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2080 ELM ST NW,2080 ELM STRET NW,,2080,ELM STRET NW,PLAN 1 BLK 1 LOT 441,53.5441,-113.5441
loc-0442,listing-fuzzy-442,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2081 ELM ST NW,2081 ELM STRET NW,,2081,ELM STRET NW,PLAN 1 BLK 1 LOT 442,53.5442,-113.5442
loc-0443,listing-fuzzy-443,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2082 ELM ST NW,2082 ELM STRET NW,,2082,ELM STRET NW,PLAN 1 BLK 1 LOT 443,53.5443,-113.5443
loc-0444,listing-fuzzy-444,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2083 ELM ST NW,2083 ELM STRET NW,,2083,ELM STRET NW,PLAN 1 BLK 1 LOT 444,53.5444,-113.5444
loc-0445,listing-fuzzy-445,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2084 ELM ST NW,2084 ELM STRET NW,,2084,ELM STRET NW,PLAN 1 BLK 1 LOT 445,53.5445,-113.5445
loc-0446,listing-fuzzy-446,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2085 ELM ST NW,2085 ELM STRET NW,,2085,ELM STRET NW,PLAN 1 BLK 1 LOT 446,53.5446,-113.5446
loc-0447,listing-fuzzy-447,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2086 ELM ST NW,2086 ELM STRET NW,,2086,ELM STRET NW,PLAN 1 BLK 1 LOT 447,53.5447,-113.5447
loc-0448,listing-fuzzy-448,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2087 ELM ST NW,2087 ELM STRET NW,,2087,ELM STRET NW,PLAN 1 BLK 1 LOT 448,53.5448,-113.5448
loc-0449,listing-fuzzy-449,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2088 ELM ST NW,2088 ELM STRET NW,,2088,ELM STRET NW,PLAN 1 BLK 1 LOT 449,53.5449,-113.5449
loc-0450,listing-fuzzy-450,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2089 ELM ST NW,2089 ELM STRET NW,,2089,ELM STRET NW,PLAN 1 BLK 1 LOT 450,53.545,-113.545
loc-0451,listing-fuzzy-451,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2090 ELM ST NW,2090 ELM STRET NW,,2090,ELM STRET NW,PLAN 1 BLK 1 LOT 451,53.5451,-113.5451
loc-0452,listing-fuzzy-452,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2091 ELM ST NW,2091 ELM STRET NW,,2091,ELM STRET NW,PLAN 1 BLK 1 LOT 452,53.5452,-113.5452
loc-0453,listing-fuzzy-453,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2092 ELM ST NW,2092 ELM STRET NW,,2092,ELM STRET NW,PLAN 1 BLK 1 LOT 453,53.5453,-113.5453
loc-0454,listing-fuzzy-454,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2093 ELM ST NW,2093 ELM STRET NW,,2093,ELM STRET NW,PLAN 1 BLK 1 LOT 454,53.5454,-113.5454
loc-0455,listing-fuzzy-455,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2094 ELM ST NW,2094 ELM STRET NW,,2094,ELM STRET NW,PLAN 1 BLK 1 LOT 455,53.5455,-113.5455
loc-0456,listing-fuzzy-456,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2095 ELM ST NW,2095 ELM STRET NW,,2095,ELM STRET NW,PLAN 1 BLK 1 LOT 456,53.5456,-113.5456
loc-0457,listing-fuzzy-457,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2096 ELM ST NW,2096 ELM STRET NW,,2096,ELM STRET NW,PLAN 1 BLK 1 LOT 457,53.5457,-113.5457
loc-0458,listing-fuzzy-458,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2097 ELM ST NW,2097 ELM STRET NW,,2097,ELM STRET NW,PLAN 1 BLK 1 LOT 458,53.5458,-113.5458
loc-0459,listing-fuzzy-459,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2098 ELM ST NW,2098 ELM STRET NW,,2098,ELM STRET NW,PLAN 1 BLK 1 LOT 459,53.5459,-113.5459
loc-0460,listing-fuzzy-460,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2099 ELM ST NW,2099 ELM STRET NW,,2099,ELM STRET NW,PLAN 1 BLK 1 LOT 460,53.546,-113.546
loc-0461,listing-fuzzy-461,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2100 ELM ST NW,2100 ELM STRET NW,,2100,ELM STRET NW,PLAN 1 BLK 1 LOT 461,53.5461,-113.5461
loc-0462,listing-fuzzy-462,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2101 ELM ST NW,2101 ELM STRET NW,,2101,ELM STRET NW,PLAN 1 BLK 1 LOT 462,53.5462,-113.5462
loc-0463,listing-fuzzy-463,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2102 ELM ST NW,2102 ELM STRET NW,,2102,ELM STRET NW,PLAN 1 BLK 1 LOT 463,53.5463,-113.5463
loc-0464,listing-fuzzy-464,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2103 ELM ST NW,2103 ELM STRET NW,,2103,ELM STRET NW,PLAN 1 BLK 1 LOT 464,53.5464,-113.5464
loc-0465,listing-fuzzy-465,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2104 ELM ST NW,2104 ELM STRET NW,,2104,ELM STRET NW,PLAN 1 BLK 1 LOT 465,53.5465,-113.5465
loc-0466,listing-fuzzy-466,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2105 ELM ST NW,2105 ELM STRET NW,,2105,ELM STRET NW,PLAN 1 BLK 1 LOT 466,53.5466,-113.5466
loc-0467,listing-fuzzy-467,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2106 ELM ST NW,2106 ELM STRET NW,,2106,ELM STRET NW,PLAN 1 BLK 1 LOT 467,53.5467,-113.5467
loc-0468,listing-fuzzy-468,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2107 ELM ST NW,2107 ELM STRET NW,,2107,ELM STRET NW,PLAN 1 BLK 1 LOT 468,53.5468,-113.5468
loc-0469,listing-fuzzy-469,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2108 ELM ST NW,2108 ELM STRET NW,,2108,ELM STRET NW,PLAN 1 BLK 1 LOT 469,53.5469,-113.5469
loc-0470,listing-fuzzy-470,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2109 ELM ST NW,2109 ELM STRET NW,,2109,ELM STRET NW,PLAN 1 BLK 1 LOT 470,53.547,-113.547
loc-0471,listing-fuzzy-471,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2110 ELM ST NW,2110 ELM STRET NW,,2110,ELM STRET NW,PLAN 1 BLK 1 LOT 471,53.5471,-113.5471
loc-0472,listing-fuzzy-472,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2111 ELM ST NW,2111 ELM STRET NW,,2111,ELM STRET NW,PLAN 1 BLK 1 LOT 472,53.5472,-113.5472
loc-0473,listing-fuzzy-473,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2112 ELM ST NW,2112 ELM STRET NW,,2112,ELM STRET NW,PLAN 1 BLK 1 LOT 473,53.5473,-113.5473
loc-0474,listing-fuzzy-474,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2113 ELM ST NW,2113 ELM STRET NW,,2113,ELM STRET NW,PLAN 1 BLK 1 LOT 474,53.5474,-113.5474
loc-0475,listing-fuzzy-475,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2114 ELM ST NW,2114 ELM STRET NW,,2114,ELM STRET NW,PLAN 1 BLK 1 LOT 475,53.5475,-113.5475
loc-0476,listing-fuzzy-476,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2115 ELM ST NW,2115 ELM STRET NW,,2115,ELM STRET NW,PLAN 1 BLK 1 LOT 476,53.5476,-113.5476
loc-0477,listing-fuzzy-477,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2116 ELM ST NW,2116 ELM STRET NW,,2116,ELM STRET NW,PLAN 1 BLK 1 LOT 477,53.5477,-113.5477
loc-0478,listing-fuzzy-478,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2117 ELM ST NW,2117 ELM STRET NW,,2117,ELM STRET NW,PLAN 1 BLK 1 LOT 478,53.5478,-113.5478
loc-0479,listing-fuzzy-479,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2118 ELM ST NW,2118 ELM STRET NW,,2118,ELM STRET NW,PLAN 1 BLK 1 LOT 479,53.5479,-113.5479
loc-0480,listing-fuzzy-480,observed,listing_file,fuzzy_address_geo,typo_normalized_match,0.965,2119 ELM ST NW,2119 ELM STRET NW,,2119,ELM STRET NW,PLAN 1 BLK 1 LOT 480,53.548,-113.548
